,A,B,C,D,E,F
0,2.4742430005952922,0.5388044230805142,2.4698903220831347,-0.5565887384123924,-3.528282370585523,2.0
1,2.8608875994992835,-0.6563257088056469,3.169469196592414,0.7115542464060379,-3.514669422052192,2.0
2,1.0351818949175726,0.23202422469277528,0.9949003493524358,-1.7339243733868015,-2.7317408704673083,2.0
3,2.023488851256052,0.5345625688878252,2.0316716961200063,-1.551436844830751,-1.0818271913428272,2.0
4,2.6774028624913986,0.21940637184176437,2.7312729398827496,-1.8799933559541488,-1.7311433605331028,2.0
5,3.2986401004122876,1.1837024019360458,3.347161587332295,-0.6578750432159934,-5.229586164452248,2.0
6,-0.1267754880249483,0.2899303784396198,-1.2385366500176298,0.5138522203202942,1.5570939895217808,2.0
7,1.055041273146783,0.8456342327123234,0.7676438180200491,-0.4882098473218731,-0.3536769397719294,2.0
8,1.5015565993626963,0.2929642041427978,0.5221236403502016,-0.44479120433375235,-4.165421901174473,2.0
9,3.1938266979371686,0.7909638357663813,2.6135392335194503,-1.8753568687396454,-1.0977669653769595,2.0
10,0.011757134187226681,2.328076175846963,-1.1440915393785467,-0.867902801366105,1.2740726234858442,2.0
11,0.2288245605852277,0.2589980274702436,-1.7734177658114305,-1.0710897042672851,6.492203591010233,2.0
12,-0.8699128752963824,0.9852386010149098,-0.76626523255123,0.5643868650263012,2.8929197314683646,2.0
13,1.1631434726738408,-0.25148411205688537,1.126526232026026,-0.18339115865748715,-2.2352836524941466,2.0
14,-0.7163657032032028,2.4126217389290114,-1.4830842818943926,-0.6515669640188445,0.8615958641520337,2.0
15,4.005062448388921,0.5186609445860708,2.9730859239259937,-0.3124189600949545,-1.5514446648710258,2.0
16,2.262886090495937,0.9213563385048709,0.0245746911157958,-0.7179079955903269,1.598945483027254,2.0
17,1.3744459002560687,0.18107696182100688,1.4436567803662654,-2.1192155013824223,-2.521970398594427,2.0
18,1.9580454722704066,0.5748395585826689,1.140062769040934,-1.7825258748227484,2.527068460227056,2.0
19,3.6933908588479367,0.22517629198185285,1.734807730013638,2.1168765935614435,0.009782657263465389,2.0
20,1.5542301739027615,-0.03583925887024947,0.5501028112940014,-0.10887352200220457,-1.4588331352083541,2.0
21,0.021076773505072227,0.7422831955249533,-0.07432205711198936,-0.3036620720345422,-0.406730398907337,2.0
22,3.2333897751844978,1.9365406411794273,1.4686528264794536,-2.9642453856067634,-0.5920169426270279,2.0
23,-0.6090692498191099,0.44779932794312943,-0.5897097638951663,0.45371289456878117,1.369400492246506,2.0
24,0.5513236865273605,-0.12556585432442535,0.5208544040654564,-0.5471008251248137,-1.7299004016746415,2.0
25,0.9566399909364098,0.9531042312097212,0.9922652473349695,-0.6130299443519104,-0.4119854354128363,2.0
26,1.1037039012624508,1.2628136569675783,-1.0481924391359665,0.21883826090575675,1.3279459656190868,2.0
27,2.538079417769881,-0.5356429914339852,2.613654135180718,-0.9868537291755713,-1.0125385254160568,2.0
28,2.1850427169728976,0.2843192581548902,1.085437879092844,1.7303105709425126,-0.07370384595227919,2.0
29,2.064787588889035,-0.6482221170677495,0.9451562378656035,1.5341311284793844,-3.4838449485385414,2.0
30,2.4686151539867303,0.007907339896402021,1.4686119458600198,-0.7879195801499984,-2.1291247494231023,2.0
31,3.4131400484529415,0.7711823163757232,1.67847621214668,-0.44388540981422164,-0.1514246782156219,2.0
32,1.873875266378223,0.7892179513650794,0.016271287575636673,-2.223842911045848,-1.1145766882542398,2.0
33,2.069254266684747,0.6902529253237156,2.115968328104864,1.234779427478411,-2.047772107369875,2.0
34,0.2865618641272125,0.29754936403384236,0.31354641929047466,1.2993492101356865,0.5912326293807152,2.0
35,2.52634026114143,1.2142603850521656,2.51088596224202,0.36522823984581554,-2.1240706642844613,2.0
36,1.1374452954234768,-0.05775705829966993,1.1354927302595264,-1.2348651532071218,-3.229372548269607,2.0
37,-1.054741974616589,0.20063945149663776,-1.06432725664104,-1.104974890905874,0.2408782914814711,2.0
38,0.456922398404379,-0.18905295973456024,0.4987405715428318,-0.8274650515941848,-1.4093786284241236,2.0
39,-1.1779502822953352,2.2784391095925556,-2.6163722280109343,0.6635777830790472,2.9858671345811696,2.0
40,4.193102677809765,2.4191590069020608,2.8554219301780632,-1.5587194684314696,-3.376806604982103,2.0
41,3.387533162025324,0.5239833035602732,2.1465822462743525,1.2611576079708895,-4.997377573458227,2.0
42,2.2998268265741455,-2.418783962627402,2.5672189224839523,-1.2426040794477724,-2.1653582381666396,2.0
43,4.120798086348213,3.086764153596338,3.136192426482182,-0.46977988892642975,-5.550323208824537,2.0
44,4.1878601626302085,1.6915867420086255,2.658094313919447,-1.7381533250021306,-1.7128441957211114,2.0
45,-1.4533881760713343,1.5297934495181926,-1.0974837277421479,1.527584089497927,1.217625569100951,2.0
46,2.580568803990076,0.6459709400386922,1.5158436717677943,-0.3441527897568155,-1.2216774527913117,2.0
47,0.563021415824187,0.8811001980827894,-0.02828092724085507,-0.6433382966020283,-1.6617642096067418,2.0
48,3.0193399895556743,-2.3522613391537956,1.27814009965846,-0.7542382235566963,-2.993567452540239,2.0
49,3.4740905678557956,-0.1876892667622737,2.4296820902639973,-1.2205576137925025,-1.024597080767165,2.0
