,A,B,C,D,E,F
0,-0.9819055661598763,0.7646901086356646,-2.0,1.0963171635448161,2.848607226147454,0.5842402498317125
1,0.16127539720630168,0.36889684179461846,-2.0,-0.12517402289590251,2.8582740796441493,0.3606112917942855
2,-1.9552325816410927,0.38502252105608786,-2.0,2.613414908412723,1.763710672436961,-1.0602274957400166
3,-3.1863757226823175,2.994884644797483,-2.0,-0.19049768042661508,2.3886603864070968,0.9616838068127483
4,-1.3246343702830168,-1.1573892003015358,-2.0,-0.6702870522009192,2.517015324327898,0.33755836558765817
5,-2.2292022418807798,1.154829319156324,-2.0,1.8673461422717392,1.6375852434119669,-1.1782807304085556
6,-1.7361128866955116,1.6170224770614507,-2.0,-0.007033013928201659,2.3857369269969317,0.4979243907485522
7,-1.674448064658333,4.770482381754216,-2.0,0.9432814088552745,1.9503612623031479,0.6415481311981027
8,-0.23454826715733557,1.6305134043862217,-2.0,-0.06388033458600118,2.1056071435233843,0.5795941911257441
9,-1.281262470249196,1.1120108806642515,-2.0,1.4575652179707714,2.897437627720064,0.05336486550558958
10,-2.022904835267348,1.6910941169414366,-2.0,0.3869498877269305,0.5381782777713442,0.3903673120041299
11,-0.6050945745235015,2.0467507794349102,-2.0,0.6032003828761181,0.9384909653949496,0.16205422476447107
12,0.6992512929456947,4.849247005131416,-2.0,1.6956218772156233,2.6986652229259405,-0.2386105245549704
13,-1.0010984416081072,2.8845608817914705,-2.0,1.5066395880302375,2.879251014076742,0.11439079140498061
14,-1.0411102927170477,-0.2393107947908153,-2.0,-1.5236588078358937,1.8725676039105668,0.4357851597112349
15,-1.77749666316546,0.7487451895719401,-2.0,-1.5834066684937584,1.0012607362272563,-0.8511200785574501
16,-2.094492881292973,3.7569593603493625,-2.0,-0.2815702964106975,3.065651318826321,-0.1792147295934683
17,-2.038101441569787,-0.41597433796804506,-2.0,-1.3354863178319214,0.4487299852113136,-0.15381071282528724
18,-0.3159285794305551,-1.0936600914532364,-2.0,-0.37588433776276187,0.46345588136716653,0.032855075952179624
19,-4.129514048742956,3.8343800574705558,-2.0,-0.8143811642701706,4.032495839097399,0.4092611779900708
20,-2.0551928854044097,0.544376835951469,-2.0,-0.8600471857564574,0.28057636797745844,0.09808093002478491
21,-0.9557674886881549,3.537220999819985,-2.0,-1.0890224539113786,3.0550065480989996,-0.04797816350721085
22,0.23974974580697195,0.7719122080437673,-2.0,1.6912290868277204,2.047890405862096,-1.3353660621147756
23,-0.5379606378942972,1.0863091969452834,-2.0,-1.1541151149280964,-0.13903790091212187,-1.0452579900663117
24,-3.4831656356156904,4.042775535788969,-2.0,0.7380854589044451,2.3309494432053524,-0.24503404492670033
25,-2.381603722754911,2.4506861339500476,-2.0,-0.5869130459029566,-0.4978386471166969,0.8237721621190937
26,-0.3574841762899075,4.071868113323829,-2.0,1.7132975336152407,2.161557967594859,-1.1549872215307153
27,-0.2490424522898822,0.8874352602894413,-2.0,1.3344574309725579,0.5451533136331943,0.08042714116275668
28,0.4606990340385184,-0.6423505718256458,-2.0,-1.5832919412935482,3.5627598381773846,-1.385388418025709
29,-2.9274636144890973,4.792556664984724,-2.0,0.2695487160459344,0.37340791248820215,0.5378135123154714
30,-0.08845074667244113,0.4960928457271205,-2.0,-2.166493029272655,0.5503841965459249,-0.24078514111782012
31,-1.7129583797859513,3.068253401072082,-2.0,-1.3513773533867466,3.3779177634350686,0.21735808976472604
32,-2.072518236962221,-0.24743204222089565,-2.0,-0.4347690440799936,3.066494510208797,1.0645656642011263
33,-1.9294671884652108,3.128742015371194,-2.0,-0.722261119326653,0.32771726292579295,-0.605848072804391
34,-1.6647719749972292,1.1271408782875265,-2.0,0.2598236169865883,0.9208114326950969,0.5004455394435147
35,-1.1033988207472993,1.0063909096955315,-2.0,-1.3942240397655832,2.11977073091985,-0.5989606889486849
36,-1.7782292770260908,1.0856259649590818,-2.0,2.5963926263895374,1.6135015637653245,-2.1988188196833067
37,-1.0113995826207782,3.5195611720987636,-2.0,-1.0600042954303166,3.688387159647877,-0.406311410371871
38,-0.9984888818009345,1.6449953991027924,-2.0,0.09939466061183289,4.509577201711471,0.4359067366215149
39,-0.2849697536311211,2.148097215790324,-2.0,-1.0350250485707762,3.202222338637241,-0.06862330514176551
40,-0.1976060100039736,5.038402585718934,-2.0,-2.1765843632620965,-0.32931743964933036,0.35733598552423707
41,-0.894875793062045,1.2727498803046737,-2.0,-1.9023709343845872,3.3454857584223423,-1.374616492699616
42,-2.5785841372158065,2.1259764336726152,-2.0,-2.117866697656149,0.934103404861339,-1.5458573737195986
43,-1.336460871798315,0.9379819964274353,-2.0,-0.22356341787399525,1.503803080291346,0.7157278643869898
44,-1.0523807178600024,-0.6644297592906085,-2.0,-2.997943378179575,3.928925750123973,-1.2133486898880177
45,-1.9283573171432404,0.49349662069251676,-2.0,-4.383805620899791,-0.36104127242905415,0.21233441843767992
46,-2.0664276626018663,-0.5569984594231114,-2.0,-0.21544049068767412,-0.20778935043534252,0.7392934805546881
47,-2.038219176912049,0.3302080160262928,-2.0,-0.09193088429033347,0.824390281759587,0.5879536752847186
48,-0.07953546344984508,0.19993467196492815,-2.0,-0.1549979115522886,2.8805783964616163,0.35818951259041887
49,0.1906073539290012,0.5861266791375632,-2.0,2.809732351584449,0.9156452204747714,-1.5074586840824846
